name,ev_threshold,sizing_method,kelly_fraction,max_position_frac,total_pnl,sharpe_ratio,n_trades,win_rate,max_drawdown_pct
S0041_ev0.05_proportional_kf0.10_fee0.07_mp0.10_br1000,0.05,proportional,0.1,0.1,41.20000000000027,1.698380469358273,86,0.43023255813953487,-2.414255604521943
S0042_ev0.08_fractional_kelly_kf0.10_fee0.07_mp0.05_br1000,0.08,fractional_kelly,0.1,0.05,33.70000000000027,1.736668398026353,46,0.391304347826087,-1.7439012442441306
S0043_ev0.08_fractional_kelly_kf0.10_fee0.07_mp0.10_br1000,0.08,fractional_kelly,0.1,0.1,33.70000000000027,1.736668398026353,46,0.391304347826087,-1.7439012442441306
S0044_ev0.08_fractional_kelly_kf0.20_fee0.07_mp0.05_br1000,0.08,fractional_kelly,0.2,0.05,33.70000000000027,1.736668398026353,46,0.391304347826087,-1.7439012442441306
S0045_ev0.08_fractional_kelly_kf0.20_fee0.07_mp0.10_br1000,0.08,fractional_kelly,0.2,0.1,33.70000000000027,1.736668398026353,46,0.391304347826087,-1.7439012442441306
S0046_ev0.08_fractional_kelly_kf0.25_fee0.07_mp0.05_br1000,0.08,fractional_kelly,0.25,0.05,33.70000000000027,1.736668398026353,46,0.391304347826087,-1.7439012442441306
S0047_ev0.08_fractional_kelly_kf0.25_fee0.07_mp0.10_br1000,0.08,fractional_kelly,0.25,0.1,33.70000000000027,1.736668398026353,46,0.391304347826087,-1.7439012442441306
S0048_ev0.08_capped_kelly_kf0.10_fee0.07_mp0.05_br1000,0.08,capped_kelly,0.1,0.05,33.70000000000027,1.736668398026353,46,0.391304347826087,-1.7439012442441306
S0049_ev0.08_capped_kelly_kf0.10_fee0.07_mp0.10_br1000,0.08,capped_kelly,0.1,0.1,33.70000000000027,1.736668398026353,46,0.391304347826087,-1.7439012442441306
S0050_ev0.08_capped_kelly_kf0.20_fee0.07_mp0.05_br1000,0.08,capped_kelly,0.2,0.05,33.70000000000027,1.736668398026353,46,0.391304347826087,-1.7439012442441306
S0051_ev0.08_capped_kelly_kf0.20_fee0.07_mp0.10_br1000,0.08,capped_kelly,0.2,0.1,33.70000000000027,1.736668398026353,46,0.391304347826087,-1.7439012442441306
S0052_ev0.08_capped_kelly_kf0.25_fee0.07_mp0.05_br1000,0.08,capped_kelly,0.25,0.05,33.70000000000027,1.736668398026353,46,0.391304347826087,-1.7439012442441306
S0053_ev0.08_capped_kelly_kf0.25_fee0.07_mp0.10_br1000,0.08,capped_kelly,0.25,0.1,33.70000000000027,1.736668398026353,46,0.391304347826087,-1.7439012442441306
S0054_ev0.08_proportional_kf0.10_fee0.07_mp0.05_br1000,0.08,proportional,0.1,0.05,33.70000000000027,1.736668398026353,46,0.391304347826087,-1.7439012442441306
S0055_ev0.08_proportional_kf0.10_fee0.07_mp0.10_br1000,0.08,proportional,0.1,0.1,33.70000000000027,1.736668398026353,46,0.391304347826087,-1.7439012442441306
