date,ticker,event_ticker,threshold,threshold_low,threshold_high,direction,strike_type,market_prob,actual_outcome,actual_tmax,result,settlement_value,volume,bid_price,ask_price
2024-08-17,HIGHNY-24AUG17-B83.5,HIGHNY-24AUG17,83.0,83.0,85.0,between,between,0.01,0,78.98,no,0,1445,0.0,0.01
2024-08-17,HIGHNY-24AUG17-B85.5,HIGHNY-24AUG17,85.0,85.0,87.0,between,between,0.01,0,78.98,no,0,51,0.0,0.01
2024-08-17,HIGHNY-24AUG17-T86,HIGHNY-24AUG17,86.0,86.0,,above,greater,0.01,0,78.98,no,0,50,0.0,0.01
2024-08-18,HIGHNY-24AUG18-T75,HIGHNY-24AUG18,75.0,,75.0,below,less,0.01,0,80.96,no,0,61,0.0,0.01
2024-08-18,HIGHNY-24AUG18-B75.5,HIGHNY-24AUG18,75.0,75.0,77.0,between,between,0.01,0,80.96,no,0,900,0.0,0.01
2024-08-18,HIGHNY-24AUG18-B77.5,HIGHNY-24AUG18,77.0,77.0,79.0,between,between,0.01,0,80.96,no,0,5025,0.0,0.01
2024-08-18,HIGHNY-24AUG18-B79.5,HIGHNY-24AUG18,79.0,79.0,81.0,between,between,0.01,0,80.96,no,0,3424,0.0,0.01
2024-08-18,HIGHNY-24AUG18-B81.5,HIGHNY-24AUG18,81.0,81.0,83.0,between,between,0.99,1,80.96,yes,100,792,0.99,1.0
2024-08-18,HIGHNY-24AUG18-T82,HIGHNY-24AUG18,82.0,82.0,,above,greater,0.03,0,80.96,no,0,677,0.0,0.01
2024-08-19,HIGHNY-24AUG19-T79,HIGHNY-24AUG19,79.0,,79.0,below,less,0.01,0,84.02,no,0,50,0.0,0.01
2024-08-19,HIGHNY-24AUG19-B79.5,HIGHNY-24AUG19,79.0,79.0,81.0,between,between,0.01,0,84.02,no,0,525,0.0,0.01
2024-08-19,HIGHNY-24AUG19-B81.5,HIGHNY-24AUG19,81.0,81.0,83.0,between,between,0.49,0,84.02,no,0,2623,0.08,0.94
2024-08-19,HIGHNY-24AUG19-B83.5,HIGHNY-24AUG19,83.0,83.0,85.0,between,between,0.03,1,84.02,yes,100,3129,0.05,0.92
2024-08-19,HIGHNY-24AUG19-B85.5,HIGHNY-24AUG19,85.0,85.0,87.0,between,between,0.01,0,84.02,no,0,3068,0.01,0.4
2024-08-19,HIGHNY-24AUG19-T86,HIGHNY-24AUG19,86.0,86.0,,above,greater,0.02,0,84.02,no,0,550,0.0,0.01
2024-08-20,HIGHNY-24AUG20-B70.5,HIGHNY-24AUG20,70.0,70.0,72.0,between,between,0.01,0,71.96,no,0,3307,0.0,0.01
2024-08-20,HIGHNY-24AUG20-T70,HIGHNY-24AUG20,70.0,,70.0,below,less,0.01,0,71.96,no,0,1063,0.0,0.01
2024-08-20,HIGHNY-24AUG20-B72.5,HIGHNY-24AUG20,72.0,72.0,74.0,between,between,0.99,1,71.96,yes,100,3690,0.99,1.0
2024-08-20,HIGHNY-24AUG20-B74.5,HIGHNY-24AUG20,74.0,74.0,76.0,between,between,0.01,0,71.96,no,0,4533,0.0,0.01
2024-08-20,HIGHNY-24AUG20-B76.5,HIGHNY-24AUG20,76.0,76.0,78.0,between,between,0.01,0,71.96,no,0,2829,0.0,0.01
2024-08-20,HIGHNY-24AUG20-T77,HIGHNY-24AUG20,77.0,77.0,,above,greater,0.01,0,71.96,no,0,795,0.0,0.01
2024-08-21,HIGHNY-24AUG21-B69.5,HIGHNY-24AUG21,69.0,69.0,71.0,between,between,0.01,0,73.04,no,0,2268,0.0,0.01
2024-08-21,HIGHNY-24AUG21-T69,HIGHNY-24AUG21,69.0,,69.0,below,less,0.01,0,73.04,no,0,50,0.0,0.01
2024-08-21,HIGHNY-24AUG21-B71.5,HIGHNY-24AUG21,71.0,71.0,73.0,between,between,0.01,0,73.04,no,0,6951,0.0,0.01
2024-08-21,HIGHNY-24AUG21-B73.5,HIGHNY-24AUG21,73.0,73.0,75.0,between,between,0.99,1,73.04,yes,100,5114,0.97,0.99
2024-08-21,HIGHNY-24AUG21-B75.5,HIGHNY-24AUG21,75.0,75.0,77.0,between,between,0.01,0,73.04,no,0,2150,0.0,0.02
2024-08-21,HIGHNY-24AUG21-T76,HIGHNY-24AUG21,76.0,76.0,,above,greater,0.01,0,73.04,no,0,310,0.0,0.01
2024-08-22,HIGHNY-24AUG22-B72.5,HIGHNY-24AUG22,72.0,72.0,74.0,between,between,0.01,0,75.92,no,0,97,0.0,0.01
2024-08-22,HIGHNY-24AUG22-T72,HIGHNY-24AUG22,72.0,,72.0,below,less,0.01,0,75.92,no,0,50,0.0,0.01
2024-08-22,HIGHNY-24AUG22-B74.5,HIGHNY-24AUG22,74.0,74.0,76.0,between,between,0.01,0,75.92,no,0,22066,0.0,0.01
2024-08-22,HIGHNY-24AUG22-B76.5,HIGHNY-24AUG22,76.0,76.0,78.0,between,between,0.99,1,75.92,yes,100,3762,0.99,1.0
2024-08-22,HIGHNY-24AUG22-B78.5,HIGHNY-24AUG22,78.0,78.0,80.0,between,between,0.04,0,75.92,no,0,2796,0.0,0.01
2024-08-22,HIGHNY-24AUG22-T79,HIGHNY-24AUG22,79.0,79.0,,above,greater,0.01,0,75.92,no,0,192,0.0,0.01
2024-08-23,HIGHNY-24AUG23-B77.5,HIGHNY-24AUG23,77.0,77.0,79.0,between,between,0.01,0,80.06,no,0,817,0.0,0.01
2024-08-23,HIGHNY-24AUG23-T77,HIGHNY-24AUG23,77.0,,77.0,below,less,0.01,0,80.06,no,0,52,0.0,0.01
2024-08-23,HIGHNY-24AUG23-B79.5,HIGHNY-24AUG23,79.0,79.0,81.0,between,between,0.99,1,80.06,yes,100,2689,0.99,1.0
2024-08-23,HIGHNY-24AUG23-B81.5,HIGHNY-24AUG23,81.0,81.0,83.0,between,between,0.01,0,80.06,no,0,2404,0.0,0.01
2024-08-23,HIGHNY-24AUG23-B83.5,HIGHNY-24AUG23,83.0,83.0,85.0,between,between,0.03,0,80.06,no,0,1925,0.0,0.01
2024-08-23,HIGHNY-24AUG23-T84,HIGHNY-24AUG23,84.0,84.0,,above,greater,0.01,0,80.06,no,0,53,0.0,0.01
2024-08-24,HIGHNY-24AUG24-T81,HIGHNY-24AUG24,81.0,,81.0,below,less,0.01,0,82.94,no,0,617,0.0,0.01
2024-08-24,HIGHNY-24AUG24-B81.5,HIGHNY-24AUG24,81.0,81.0,83.0,between,between,0.01,0,82.94,no,0,1220,0.0,0.01
2024-08-24,HIGHNY-24AUG24-B83.5,HIGHNY-24AUG24,83.0,83.0,85.0,between,between,0.99,1,82.94,yes,100,3898,0.99,1.0
2024-08-24,HIGHNY-24AUG24-B85.5,HIGHNY-24AUG24,85.0,85.0,87.0,between,between,0.01,0,82.94,no,0,3085,0.0,0.01
2024-08-24,HIGHNY-24AUG24-B87.5,HIGHNY-24AUG24,87.0,87.0,89.0,between,between,0.01,0,82.94,no,0,101,0.0,0.01
2024-08-24,HIGHNY-24AUG24-T88,HIGHNY-24AUG24,88.0,88.0,,above,greater,0.01,0,82.94,no,0,50,0.0,0.01
2024-08-25,HIGHNY-24AUG25-T81,HIGHNY-24AUG25,81.0,,81.0,below,less,0.01,0,84.91999999999999,no,0,51,0.0,0.01
2024-08-25,HIGHNY-24AUG25-B81.5,HIGHNY-24AUG25,81.0,81.0,83.0,between,between,0.01,0,84.91999999999999,no,0,77,0.0,0.01
2024-08-25,HIGHNY-24AUG25-B83.5,HIGHNY-24AUG25,83.0,83.0,85.0,between,between,0.01,0,84.91999999999999,no,0,2054,0.0,0.01
2024-08-25,HIGHNY-24AUG25-B85.5,HIGHNY-24AUG25,85.0,85.0,87.0,between,between,0.99,1,84.91999999999999,yes,100,3562,0.99,1.0
2024-08-25,HIGHNY-24AUG25-B87.5,HIGHNY-24AUG25,87.0,87.0,89.0,between,between,0.02,0,84.91999999999999,no,0,2123,0.0,0.01
2024-08-25,HIGHNY-24AUG25-T88,HIGHNY-24AUG25,88.0,88.0,,above,greater,0.01,0,84.91999999999999,no,0,197,0.0,0.01
2024-08-26,HIGHNY-24AUG26-B81.5,HIGHNY-24AUG26,81.0,81.0,83.0,between,between,0.01,0,84.91999999999999,no,0,18935,0.0,0.01
2024-08-26,HIGHNY-24AUG26-T81,HIGHNY-24AUG26,81.0,,81.0,below,less,0.01,0,84.91999999999999,no,0,21517,0.0,0.01
2024-08-26,HIGHNY-24AUG26-B83.5,HIGHNY-24AUG26,83.0,83.0,85.0,between,between,0.01,0,84.91999999999999,no,0,26835,0.0,0.02
2024-08-26,HIGHNY-24AUG26-B85.5,HIGHNY-24AUG26,85.0,85.0,87.0,between,between,0.99,1,84.91999999999999,yes,100,6256,0.99,1.0
2024-08-26,HIGHNY-24AUG26-B87.5,HIGHNY-24AUG26,87.0,87.0,89.0,between,between,0.01,0,84.91999999999999,no,0,9015,0.0,0.01
2024-08-26,HIGHNY-24AUG26-T88,HIGHNY-24AUG26,88.0,88.0,,above,greater,0.03,0,84.91999999999999,no,0,4259,0.0,0.01
2024-08-27,HIGHNY-24AUG27-T81,HIGHNY-24AUG27,81.0,,81.0,below,less,0.01,0,86.0,no,0,50,0.0,0.01
2024-08-27,HIGHNY-24AUG27-B81.5,HIGHNY-24AUG27,81.0,81.0,83.0,between,between,0.01,0,86.0,no,0,133,0.0,0.01
2024-08-27,HIGHNY-24AUG27-B83.5,HIGHNY-24AUG27,83.0,83.0,85.0,between,between,0.02,0,86.0,no,0,2779,0.0,0.01
2024-08-27,HIGHNY-24AUG27-B85.5,HIGHNY-24AUG27,85.0,85.0,87.0,between,between,0.98,1,86.0,yes,100,5167,0.99,1.0
2024-08-27,HIGHNY-24AUG27-B87.5,HIGHNY-24AUG27,87.0,87.0,89.0,between,between,0.01,0,86.0,no,0,1899,0.0,0.01
2024-08-27,HIGHNY-24AUG27-T88,HIGHNY-24AUG27,88.0,88.0,,above,greater,0.03,0,86.0,no,0,51,0.0,0.01
2024-08-28,HIGHNY-24AUG28-B91.5,HIGHNY-24AUG28,91.0,91.0,93.0,between,between,0.98,1,91.0,yes,100,2579,0.99,1.0
2024-08-28,HIGHNY-24AUG28-T91,HIGHNY-24AUG28,91.0,,91.0,below,less,0.01,0,91.0,no,0,677,0.0,0.01
2024-08-28,HIGHNY-24AUG28-B93.5,HIGHNY-24AUG28,93.0,93.0,95.0,between,between,0.03,0,91.0,no,0,7482,0.0,0.01
2024-08-28,HIGHNY-24AUG28-B95.5,HIGHNY-24AUG28,95.0,95.0,97.0,between,between,0.12,0,91.0,no,0,1136,0.0,0.01
2024-08-28,HIGHNY-24AUG28-B97.5,HIGHNY-24AUG28,97.0,97.0,99.0,between,between,0.01,0,91.0,no,0,51,0.0,0.01
2024-08-28,HIGHNY-24AUG28-T98,HIGHNY-24AUG28,98.0,98.0,,above,greater,0.01,0,91.0,no,0,50,0.0,0.01
2024-08-29,HIGHNY-24AUG29-T73,HIGHNY-24AUG29,73.0,,73.0,below,less,0.01,0,82.04,no,0,82,0.0,0.01
2024-08-29,HIGHNY-24AUG29-B73.5,HIGHNY-24AUG29,73.0,73.0,75.0,between,between,0.01,0,82.04,no,0,572,0.0,0.01
2024-08-29,HIGHNY-24AUG29-B75.5,HIGHNY-24AUG29,75.0,75.0,77.0,between,between,0.01,0,82.04,no,0,5049,0.0,0.01
2024-08-29,HIGHNY-24AUG29-B77.5,HIGHNY-24AUG29,77.0,77.0,79.0,between,between,0.01,0,82.04,no,0,9890,0.0,0.01
2024-08-29,HIGHNY-24AUG29-B79.5,HIGHNY-24AUG29,79.0,79.0,81.0,between,between,0.01,0,82.04,no,0,25693,0.0,0.01
2024-08-29,HIGHNY-24AUG29-T80,HIGHNY-24AUG29,80.0,80.0,,above,greater,0.99,1,82.04,yes,100,25120,0.99,1.0
2024-08-30,HIGHNY-24AUG30-T71,HIGHNY-24AUG30,71.0,,71.0,below,less,0.01,0,73.94,no,0,3578,0.0,0.01
2024-08-30,HIGHNY-24AUG30-B71.5,HIGHNY-24AUG30,71.0,71.0,73.0,between,between,0.01,0,73.94,no,0,2676,0.0,0.01
2024-08-30,HIGHNY-24AUG30-B73.5,HIGHNY-24AUG30,73.0,73.0,75.0,between,between,0.99,1,73.94,yes,100,6022,0.99,1.0
2024-08-30,HIGHNY-24AUG30-B75.5,HIGHNY-24AUG30,75.0,75.0,77.0,between,between,0.01,0,73.94,no,0,1843,0.0,0.01
2024-08-30,HIGHNY-24AUG30-B77.5,HIGHNY-24AUG30,77.0,77.0,79.0,between,between,0.01,0,73.94,no,0,1307,0.0,0.01
2024-08-30,HIGHNY-24AUG30-T78,HIGHNY-24AUG30,78.0,78.0,,above,greater,0.01,0,73.94,no,0,52,0.0,0.01
2024-08-31,HIGHNY-24AUG31-B76.5,HIGHNY-24AUG31,76.0,76.0,78.0,between,between,0.96,1,77.0,yes,100,477,0.99,1.0
2024-08-31,HIGHNY-24AUG31-T76,HIGHNY-24AUG31,76.0,,76.0,below,less,0.05,0,77.0,no,0,72,0.0,0.01
2024-08-31,HIGHNY-24AUG31-B78.5,HIGHNY-24AUG31,78.0,78.0,80.0,between,between,0.01,0,77.0,no,0,4146,0.0,0.01
2024-08-31,HIGHNY-24AUG31-B80.5,HIGHNY-24AUG31,80.0,80.0,82.0,between,between,0.14,0,77.0,no,0,2532,0.0,0.01
2024-08-31,HIGHNY-24AUG31-B82.5,HIGHNY-24AUG31,82.0,82.0,84.0,between,between,0.01,0,77.0,no,0,510,0.0,0.01
2024-08-31,HIGHNY-24AUG31-T83,HIGHNY-24AUG31,83.0,83.0,,above,greater,0.01,0,77.0,no,0,59,0.0,0.01
2024-09-01,HIGHNY-24SEP01-B78.5,HIGHNY-24SEP01,78.0,78.0,80.0,between,between,0.01,0,80.96,no,0,809,0.0,0.01
2024-09-01,HIGHNY-24SEP01-T78,HIGHNY-24SEP01,78.0,,78.0,below,less,0.01,0,80.96,no,0,50,0.0,0.01
2024-09-01,HIGHNY-24SEP01-B80.5,HIGHNY-24SEP01,80.0,80.0,82.0,between,between,0.99,1,80.96,yes,100,4228,0.99,1.0
2024-09-01,HIGHNY-24SEP01-B82.5,HIGHNY-24SEP01,82.0,82.0,84.0,between,between,0.01,0,80.96,no,0,5611,0.0,0.01
2024-09-01,HIGHNY-24SEP01-B84.5,HIGHNY-24SEP01,84.0,84.0,86.0,between,between,0.01,0,80.96,no,0,1156,0.0,0.01
2024-09-01,HIGHNY-24SEP01-T85,HIGHNY-24SEP01,85.0,85.0,,above,greater,0.01,0,80.96,no,0,1050,0.0,0.01
2024-09-02,HIGHNY-24SEP02-T74,HIGHNY-24SEP02,74.0,,74.0,below,less,0.01,0,78.98,no,0,50,0.0,0.01
2024-09-02,HIGHNY-24SEP02-B74.5,HIGHNY-24SEP02,74.0,74.0,76.0,between,between,0.01,0,78.98,no,0,50,0.0,0.01
2024-09-02,HIGHNY-24SEP02-B76.5,HIGHNY-24SEP02,76.0,76.0,78.0,between,between,0.01,0,78.98,no,0,2613,0.0,0.01
2024-09-02,HIGHNY-24SEP02-B78.5,HIGHNY-24SEP02,78.0,78.0,80.0,between,between,0.99,1,78.98,yes,100,2566,0.99,1.0
2024-09-02,HIGHNY-24SEP02-B80.5,HIGHNY-24SEP02,80.0,80.0,82.0,between,between,0.01,0,78.98,no,0,2238,0.0,0.01
2024-09-02,HIGHNY-24SEP02-T81,HIGHNY-24SEP02,81.0,81.0,,above,greater,0.03,0,78.98,no,0,209,0.0,0.01
2024-09-03,HIGHNY-24SEP03-B70.5,HIGHNY-24SEP03,70.0,70.0,72.0,between,between,0.01,0,73.94,no,0,65,0.0,0.01
2024-09-03,HIGHNY-24SEP03-T70,HIGHNY-24SEP03,70.0,,70.0,below,less,0.01,0,73.94,no,0,51,0.0,0.01
2024-09-03,HIGHNY-24SEP03-B72.5,HIGHNY-24SEP03,72.0,72.0,74.0,between,between,0.01,0,73.94,no,0,2394,0.0,0.01
2024-09-03,HIGHNY-24SEP03-B74.5,HIGHNY-24SEP03,74.0,74.0,76.0,between,between,0.99,1,73.94,yes,100,1885,0.99,1.0
2024-09-03,HIGHNY-24SEP03-B76.5,HIGHNY-24SEP03,76.0,76.0,78.0,between,between,0.01,0,73.94,no,0,1656,0.0,0.01
2024-09-03,HIGHNY-24SEP03-T77,HIGHNY-24SEP03,77.0,77.0,,above,greater,0.03,0,73.94,no,0,95,0.0,0.01
2024-09-04,HIGHNY-24SEP04-B73.5,HIGHNY-24SEP04,73.0,73.0,75.0,between,between,0.01,0,77.0,no,0,50,0.0,0.01
2024-09-04,HIGHNY-24SEP04-T73,HIGHNY-24SEP04,73.0,,73.0,below,less,0.01,0,77.0,no,0,50,0.0,0.01
2024-09-04,HIGHNY-24SEP04-B75.5,HIGHNY-24SEP04,75.0,75.0,77.0,between,between,0.01,0,77.0,no,0,2016,0.0,0.01
2024-09-04,HIGHNY-24SEP04-B77.5,HIGHNY-24SEP04,77.0,77.0,79.0,between,between,0.99,1,77.0,yes,100,3658,0.99,1.0
2024-09-04,HIGHNY-24SEP04-B79.5,HIGHNY-24SEP04,79.0,79.0,81.0,between,between,0.01,0,77.0,no,0,1997,0.0,0.01
2024-09-04,HIGHNY-24SEP04-T80,HIGHNY-24SEP04,80.0,80.0,,above,greater,0.01,0,77.0,no,0,150,0.0,0.01
2024-09-05,HIGHNY-24SEP05-B72.5,HIGHNY-24SEP05,72.0,72.0,74.0,between,between,0.01,0,77.0,no,0,50,0.0,0.01
2024-09-05,HIGHNY-24SEP05-T72,HIGHNY-24SEP05,72.0,,72.0,below,less,0.01,0,77.0,no,0,50,0.0,0.01
2024-09-05,HIGHNY-24SEP05-B74.5,HIGHNY-24SEP05,74.0,74.0,76.0,between,between,0.01,0,77.0,no,0,2588,0.0,0.01
2024-09-05,HIGHNY-24SEP05-B76.5,HIGHNY-24SEP05,76.0,76.0,78.0,between,between,0.99,1,77.0,yes,100,3770,0.99,1.0
2024-09-05,HIGHNY-24SEP05-B78.5,HIGHNY-24SEP05,78.0,78.0,80.0,between,between,0.01,0,77.0,no,0,4753,0.0,0.01
2024-09-05,HIGHNY-24SEP05-T79,HIGHNY-24SEP05,79.0,79.0,,above,greater,0.1,0,77.0,no,0,130,0.0,0.01
2024-09-06,HIGHNY-24SEP06-B74.5,HIGHNY-24SEP06,74.0,74.0,76.0,between,between,0.01,0,78.08,no,0,2188,0.0,0.01
2024-09-06,HIGHNY-24SEP06-T74,HIGHNY-24SEP06,74.0,,74.0,below,less,0.01,0,78.08,no,0,1058,0.0,0.01
2024-09-06,HIGHNY-24SEP06-B76.5,HIGHNY-24SEP06,76.0,76.0,78.0,between,between,0.01,0,78.08,no,0,3122,0.0,0.01
2024-09-06,HIGHNY-24SEP06-B78.5,HIGHNY-24SEP06,78.0,78.0,80.0,between,between,0.99,1,78.08,yes,100,2107,0.99,1.0
2024-09-06,HIGHNY-24SEP06-B80.5,HIGHNY-24SEP06,80.0,80.0,82.0,between,between,0.01,0,78.08,no,0,132,0.0,0.01
2024-09-06,HIGHNY-24SEP06-T81,HIGHNY-24SEP06,81.0,81.0,,above,greater,0.01,0,78.08,no,0,50,0.0,0.01
2024-09-07,HIGHNY-24SEP07-T70,HIGHNY-24SEP07,70.0,,70.0,below,less,0.01,0,75.92,no,0,376,0.0,0.01
2024-09-07,HIGHNY-24SEP07-B70.5,HIGHNY-24SEP07,70.0,70.0,72.0,between,between,0.01,0,75.92,no,0,2620,0.0,0.01
2024-09-07,HIGHNY-24SEP07-B72.5,HIGHNY-24SEP07,72.0,72.0,74.0,between,between,0.01,0,75.92,no,0,5633,0.0,0.01
2024-09-07,HIGHNY-24SEP07-B74.5,HIGHNY-24SEP07,74.0,74.0,76.0,between,between,0.01,0,75.92,no,0,9423,0.0,0.01
2024-09-07,HIGHNY-24SEP07-B76.5,HIGHNY-24SEP07,76.0,76.0,78.0,between,between,0.99,1,75.92,yes,100,2426,0.99,1.0
2024-09-07,HIGHNY-24SEP07-T77,HIGHNY-24SEP07,77.0,77.0,,above,greater,0.01,0,75.92,no,0,1406,0.0,0.01
2024-09-08,HIGHNY-24SEP08-T67,HIGHNY-24SEP08,67.0,,67.0,below,less,0.01,0,69.08,no,0,150,0.0,0.01
2024-09-08,HIGHNY-24SEP08-B67.5,HIGHNY-24SEP08,67.0,67.0,69.0,between,between,0.01,0,69.08,no,0,2052,0.0,0.01
2024-09-08,HIGHNY-24SEP08-B69.5,HIGHNY-24SEP08,69.0,69.0,71.0,between,between,0.99,1,69.08,yes,100,5672,0.98,1.0
2024-09-08,HIGHNY-24SEP08-B71.5,HIGHNY-24SEP08,71.0,71.0,73.0,between,between,0.01,0,69.08,no,0,3331,0.0,0.02
2024-09-08,HIGHNY-24SEP08-B73.5,HIGHNY-24SEP08,73.0,73.0,75.0,between,between,0.01,0,69.08,no,0,81,0.0,0.01
2024-09-08,HIGHNY-24SEP08-T74,HIGHNY-24SEP08,74.0,74.0,,above,greater,0.01,0,69.08,no,0,50,0.0,0.01
2024-09-09,HIGHNY-24SEP09-B72.5,HIGHNY-24SEP09,72.0,72.0,74.0,between,between,0.01,0,75.02,no,0,1049,0.0,0.01
2024-09-09,HIGHNY-24SEP09-T72,HIGHNY-24SEP09,72.0,,72.0,below,less,0.01,0,75.02,no,0,50,0.0,0.01
2024-09-09,HIGHNY-24SEP09-B74.5,HIGHNY-24SEP09,74.0,74.0,76.0,between,between,0.99,1,75.02,yes,100,6036,0.99,1.0
2024-09-09,HIGHNY-24SEP09-B76.5,HIGHNY-24SEP09,76.0,76.0,78.0,between,between,0.01,0,75.02,no,0,5390,0.0,0.02
2024-09-09,HIGHNY-24SEP09-B78.5,HIGHNY-24SEP09,78.0,78.0,80.0,between,between,0.03,0,75.02,no,0,4701,0.0,0.01
2024-09-09,HIGHNY-24SEP09-T79,HIGHNY-24SEP09,79.0,79.0,,above,greater,0.01,0,75.02,no,0,61,0.0,0.01
2024-09-10,HIGHNY-24SEP10-T75,HIGHNY-24SEP10,75.0,,75.0,below,less,0.01,0,78.08,no,0,51,0.0,0.01
2024-09-10,HIGHNY-24SEP10-B75.5,HIGHNY-24SEP10,75.0,75.0,77.0,between,between,0.01,0,78.08,no,0,94,0.0,0.01
2024-09-10,HIGHNY-24SEP10-B77.5,HIGHNY-24SEP10,77.0,77.0,79.0,between,between,0.99,1,78.08,yes,100,1870,0.99,1.0
2024-09-10,HIGHNY-24SEP10-B79.5,HIGHNY-24SEP10,79.0,79.0,81.0,between,between,0.01,0,78.08,no,0,4853,0.0,0.01
2024-09-10,HIGHNY-24SEP10-B81.5,HIGHNY-24SEP10,81.0,81.0,83.0,between,between,0.01,0,78.08,no,0,65,0.0,0.01
2024-09-10,HIGHNY-24SEP10-T82,HIGHNY-24SEP10,82.0,82.0,,above,greater,0.01,0,78.08,no,0,50,0.0,0.01
2024-09-11,HIGHNY-24SEP11-B73.5,HIGHNY-24SEP11,73.0,73.0,75.0,between,between,0.01,0,78.98,no,0,50,0.0,0.01
2024-09-11,HIGHNY-24SEP11-T73,HIGHNY-24SEP11,73.0,,73.0,below,less,0.01,0,78.98,no,0,50,0.0,0.01
2024-09-11,HIGHNY-24SEP11-B75.5,HIGHNY-24SEP11,75.0,75.0,77.0,between,between,0.01,0,78.98,no,0,766,0.0,0.01
2024-09-11,HIGHNY-24SEP11-B77.5,HIGHNY-24SEP11,77.0,77.0,79.0,between,between,0.01,0,78.98,no,0,4739,0.0,0.01
2024-09-11,HIGHNY-24SEP11-B79.5,HIGHNY-24SEP11,79.0,79.0,81.0,between,between,0.98,1,78.98,yes,100,3284,0.99,1.0
2024-09-11,HIGHNY-24SEP11-T80,HIGHNY-24SEP11,80.0,80.0,,above,greater,0.08,0,78.98,no,0,283,0.0,0.01
2024-09-12,HIGHNY-24SEP12-T76,HIGHNY-24SEP12,76.0,,76.0,below,less,0.01,0,80.06,no,0,238,0.0,0.01
2024-09-12,HIGHNY-24SEP12-B76.5,HIGHNY-24SEP12,76.0,76.0,78.0,between,between,0.01,0,80.06,no,0,1097,0.0,0.01
2024-09-12,HIGHNY-24SEP12-B78.5,HIGHNY-24SEP12,78.0,78.0,80.0,between,between,0.03,0,80.06,no,0,7145,0.0,0.01
2024-09-12,HIGHNY-24SEP12-B80.5,HIGHNY-24SEP12,80.0,80.0,82.0,between,between,0.97,1,80.06,yes,100,3716,0.99,1.0
2024-09-12,HIGHNY-24SEP12-B82.5,HIGHNY-24SEP12,82.0,82.0,84.0,between,between,0.01,0,80.06,no,0,112,0.0,0.01
2024-09-12,HIGHNY-24SEP12-T83,HIGHNY-24SEP12,83.0,83.0,,above,greater,0.01,0,80.06,no,0,51,0.0,0.01
2024-09-13,HIGHNY-24SEP13-B78.5,HIGHNY-24SEP13,78.0,78.0,80.0,between,between,0.01,0,82.04,no,0,1041,0.0,0.01
2024-09-13,HIGHNY-24SEP13-T78,HIGHNY-24SEP13,78.0,,78.0,below,less,0.01,0,82.04,no,0,65,0.0,0.01
2024-09-13,HIGHNY-24SEP13-B80.5,HIGHNY-24SEP13,80.0,80.0,82.0,between,between,0.01,0,82.04,no,0,3266,0.0,0.01
2024-09-13,HIGHNY-24SEP13-B82.5,HIGHNY-24SEP13,82.0,82.0,84.0,between,between,0.97,1,82.04,yes,100,3920,0.99,1.0
2024-09-13,HIGHNY-24SEP13-B84.5,HIGHNY-24SEP13,84.0,84.0,86.0,between,between,0.01,0,82.04,no,0,56,0.0,0.01
2024-09-13,HIGHNY-24SEP13-T85,HIGHNY-24SEP13,85.0,85.0,,above,greater,0.01,0,82.04,no,0,50,0.0,0.01
2024-09-14,HIGHNY-24SEP14-B78.5,HIGHNY-24SEP14,78.0,78.0,80.0,between,between,0.01,0,82.94,no,0,56,0.0,0.01
2024-09-14,HIGHNY-24SEP14-T78,HIGHNY-24SEP14,78.0,,78.0,below,less,0.01,0,82.94,no,0,51,0.0,0.01
2024-09-14,HIGHNY-24SEP14-B80.5,HIGHNY-24SEP14,80.0,80.0,82.0,between,between,0.01,0,82.94,no,0,1873,0.0,0.01
2024-09-14,HIGHNY-24SEP14-B82.5,HIGHNY-24SEP14,82.0,82.0,84.0,between,between,0.97,1,82.94,yes,100,3039,0.99,1.0
2024-09-14,HIGHNY-24SEP14-B84.5,HIGHNY-24SEP14,84.0,84.0,86.0,between,between,0.03,0,82.94,no,0,4816,0.0,0.01
2024-09-14,HIGHNY-24SEP14-T85,HIGHNY-24SEP14,85.0,85.0,,above,greater,0.07,0,82.94,no,0,135,0.0,0.01
2024-09-15,HIGHNY-24SEP15-T75,HIGHNY-24SEP15,75.0,,75.0,below,less,0.01,0,80.06,no,0,50,0.0,0.01
2024-09-15,HIGHNY-24SEP15-B75.5,HIGHNY-24SEP15,75.0,75.0,77.0,between,between,0.01,0,80.06,no,0,58,0.0,0.01
2024-09-15,HIGHNY-24SEP15-B77.5,HIGHNY-24SEP15,77.0,77.0,79.0,between,between,0.01,0,80.06,no,0,1999,0.0,0.01
2024-09-15,HIGHNY-24SEP15-B79.5,HIGHNY-24SEP15,79.0,79.0,81.0,between,between,0.99,1,80.06,yes,100,2097,0.99,1.0
2024-09-15,HIGHNY-24SEP15-B81.5,HIGHNY-24SEP15,81.0,81.0,83.0,between,between,0.01,0,80.06,no,0,1067,0.0,0.01
2024-09-15,HIGHNY-24SEP15-T82,HIGHNY-24SEP15,82.0,82.0,,above,greater,0.01,0,80.06,no,0,52,0.0,0.01
2024-09-16,HIGHNY-24SEP16-T73,HIGHNY-24SEP16,73.0,,73.0,below,less,0.01,0,77.0,no,0,51,0.0,0.01
2024-09-16,HIGHNY-24SEP16-B73.5,HIGHNY-24SEP16,73.0,73.0,75.0,between,between,0.07,0,77.0,no,0,364,0.0,0.01
