date,ticker,bucket,threshold_low,threshold_high,direction,strike_type,presettlement_prob,bid_cents,ask_cents,volume,open_interest,snapshot_time_utc,result,actual_outcome
2026-05-03,KXHIGHNY-26MAY03-T66,Above 67F,67.0,,above,greater,0.025,2.0,3.0,521.79,4223.88,2026-05-03 05:00:00 UTC,no,0
2026-05-03,KXHIGHNY-26MAY03-T59,Below 58F,,58.0,below,less,0.145,14.000000000000002,15.0,496.16,3646.64,2026-05-03 05:00:00 UTC,no,0
2026-05-03,KXHIGHNY-26MAY03-B65.5,65-66F,65.0,66.0,between,between,0.025,2.0,3.0,372.64,2380.0,2026-05-03 05:00:00 UTC,no,0
2026-05-03,KXHIGHNY-26MAY03-B63.5,63-64F,63.0,64.0,between,between,0.04,3.0,5.0,263.81,2044.41,2026-05-03 05:00:00 UTC,no,0
2026-05-03,KXHIGHNY-26MAY03-B61.5,61-62F,61.0,62.0,between,between,0.285,27.0,30.0,810.23,3705.17,2026-05-03 05:00:00 UTC,no,0
2026-05-03,KXHIGHNY-26MAY03-B59.5,59-60F,59.0,60.0,between,between,0.495,49.0,50.0,273.57,4385.38,2026-05-03 05:00:00 UTC,yes,1
2026-05-04,KXHIGHNY-26MAY04-T77,Above 78F,78.0,,above,greater,0.025,2.0,3.0,7.0,2147.73,2026-05-04 05:00:00 UTC,no,0
2026-05-04,KXHIGHNY-26MAY04-T70,Below 69F,,69.0,below,less,0.035,3.0,4.0,3707.0,7466.45,2026-05-04 05:00:00 UTC,no,0
2026-05-04,KXHIGHNY-26MAY04-B76.5,76-77F,76.0,77.0,between,between,0.025,2.0,3.0,250.0,1236.94,2026-05-04 05:00:00 UTC,no,0
2026-05-04,KXHIGHNY-26MAY04-B74.5,74-75F,74.0,75.0,between,between,0.185,18.0,19.0,464.52,5151.26,2026-05-04 05:00:00 UTC,no,0
2026-05-04,KXHIGHNY-26MAY04-B72.5,72-73F,72.0,73.0,between,between,0.57,55.00000000000001,59.0,1271.56,4951.2,2026-05-04 05:00:00 UTC,yes,1
2026-05-04,KXHIGHNY-26MAY04-B70.5,70-71F,70.0,71.0,between,between,0.205,20.0,21.0,6.86,2967.53,2026-05-04 05:00:00 UTC,no,0
2026-05-05,KXHIGHNY-26MAY05-T84,Above 85F,85.0,,above,greater,0.105,10.0,11.0,194.03,3059.56,2026-05-05 05:00:00 UTC,no,0
2026-05-05,KXHIGHNY-26MAY05-T77,Below 76F,,76.0,below,less,0.005,0.0,1.0,160.5,5239.79,2026-05-05 05:00:00 UTC,no,0
2026-05-05,KXHIGHNY-26MAY05-B83.5,83-84F,83.0,84.0,between,between,0.35,33.0,37.0,170.84,4753.21,2026-05-05 05:00:00 UTC,no,0
2026-05-05,KXHIGHNY-26MAY05-B81.5,81-82F,81.0,82.0,between,between,0.485,47.0,50.0,1431.61,5974.99,2026-05-05 05:00:00 UTC,yes,1
2026-05-05,KXHIGHNY-26MAY05-B79.5,79-80F,79.0,80.0,between,between,0.06,5.0,7.000000000000001,406.16,2680.3,2026-05-05 05:00:00 UTC,no,0
2026-05-05,KXHIGHNY-26MAY05-B77.5,77-78F,77.0,78.0,between,between,0.035,3.0,4.0,151.0,3349.71,2026-05-05 05:00:00 UTC,no,0
2026-05-06,KXHIGHNY-26MAY06-T74,Above 75F,75.0,,above,greater,0.025,2.0,3.0,113.29,7139.52,2026-05-06 05:00:00 UTC,no,0
2026-05-06,KXHIGHNY-26MAY06-T67,Below 66F,,66.0,below,less,0.01,0.0,2.0,2165.11,6308.69,2026-05-06 05:00:00 UTC,no,0
2026-05-06,KXHIGHNY-26MAY06-B73.5,73-74F,73.0,74.0,between,between,0.085,8.0,9.0,470.08,4608.31,2026-05-06 05:00:00 UTC,no,0
2026-05-06,KXHIGHNY-26MAY06-B71.5,71-72F,71.0,72.0,between,between,0.325,30.0,35.0,200.21,5038.84,2026-05-06 05:00:00 UTC,yes,1
2026-05-06,KXHIGHNY-26MAY06-B69.5,69-70F,69.0,70.0,between,between,0.35,30.0,40.0,1723.75,8575.65,2026-05-06 05:00:00 UTC,no,0
2026-05-06,KXHIGHNY-26MAY06-B67.5,67-68F,67.0,68.0,between,between,0.215,20.0,23.0,661.99,7118.11,2026-05-06 05:00:00 UTC,no,0
2026-05-07,KXHIGHNY-26MAY07-T71,Above 72F,72.0,,above,greater,0.005,0.0,1.0,51.43,2467.09,2026-05-07 05:00:00 UTC,no,0
2026-05-07,KXHIGHNY-26MAY07-T64,Below 63F,,63.0,below,less,0.215,20.0,23.0,730.28,9785.89,2026-05-07 05:00:00 UTC,no,0
2026-05-07,KXHIGHNY-26MAY07-B70.5,70-71F,70.0,71.0,between,between,0.015,1.0,2.0,168.21,2105.25,2026-05-07 05:00:00 UTC,no,0
2026-05-07,KXHIGHNY-26MAY07-B68.5,68-69F,68.0,69.0,between,between,0.025,2.0,3.0,65.6,2659.28,2026-05-07 05:00:00 UTC,no,0
2026-05-07,KXHIGHNY-26MAY07-B66.5,66-67F,66.0,67.0,between,between,0.26,25.0,27.0,925.48,5423.64,2026-05-07 05:00:00 UTC,no,0
2026-05-07,KXHIGHNY-26MAY07-B64.5,64-65F,64.0,65.0,between,between,0.535,52.0,55.00000000000001,966.5,5450.29,2026-05-07 05:00:00 UTC,yes,1
2026-05-08,KXHIGHNY-26MAY08-T71,Above 72F,72.0,,above,greater,0.005,0.0,1.0,0.0,1598.13,2026-05-08 05:00:00 UTC,no,0
2026-05-08,KXHIGHNY-26MAY08-T64,Below 63F,,63.0,below,less,0.36,35.0,37.0,845.46,4972.75,2026-05-08 05:00:00 UTC,yes,1
2026-05-08,KXHIGHNY-26MAY08-B70.5,70-71F,70.0,71.0,between,between,0.015,1.0,2.0,0.0,412.79,2026-05-08 05:00:00 UTC,no,0
2026-05-08,KXHIGHNY-26MAY08-B68.5,68-69F,68.0,69.0,between,between,0.025,2.0,3.0,967.79,2026.58,2026-05-08 05:00:00 UTC,no,0
2026-05-08,KXHIGHNY-26MAY08-B66.5,66-67F,66.0,67.0,between,between,0.095,9.0,10.0,1773.16,2936.74,2026-05-08 05:00:00 UTC,no,0
2026-05-08,KXHIGHNY-26MAY08-B64.5,64-65F,64.0,65.0,between,between,0.55,54.0,56.00000000000001,630.72,5532.85,2026-05-08 05:00:00 UTC,no,0
2026-05-09,KXHIGHNY-26MAY09-T68,Above 69F,69.0,,above,greater,0.04,3.0,5.0,1082.0,8309.51,2026-05-09 05:00:00 UTC,no,0
2026-05-09,KXHIGHNY-26MAY09-T61,Below 60F,,60.0,below,less,0.045,4.0,5.0,0.0,4606.37,2026-05-09 05:00:00 UTC,no,0
2026-05-09,KXHIGHNY-26MAY09-B67.5,67-68F,67.0,68.0,between,between,0.125,12.0,13.0,413.49,8110.96,2026-05-09 05:00:00 UTC,no,0
2026-05-09,KXHIGHNY-26MAY09-B65.5,65-66F,65.0,66.0,between,between,0.19,18.0,20.0,2067.89,7642.02,2026-05-09 05:00:00 UTC,yes,1
2026-05-09,KXHIGHNY-26MAY09-B63.5,63-64F,63.0,64.0,between,between,0.405,39.0,42.0,1689.46,7058.4,2026-05-09 05:00:00 UTC,no,0
2026-05-09,KXHIGHNY-26MAY09-B61.5,61-62F,61.0,62.0,between,between,0.225,21.0,24.0,270.91,6329.63,2026-05-09 05:00:00 UTC,no,0
2026-05-10,KXHIGHNY-26MAY10-T79,Above 80F,80.0,,above,greater,0.025,2.0,3.0,721.51,1741.39,2026-05-10 05:00:00 UTC,no,0
2026-05-10,KXHIGHNY-26MAY10-T72,Below 71F,,71.0,below,less,0.085,8.0,9.0,662.91,9066.18,2026-05-10 05:00:00 UTC,no,0
2026-05-10,KXHIGHNY-26MAY10-B78.5,78-79F,78.0,79.0,between,between,0.025,2.0,3.0,30.0,919.26,2026-05-10 05:00:00 UTC,no,0
2026-05-10,KXHIGHNY-26MAY10-B76.5,76-77F,76.0,77.0,between,between,0.295,28.999999999999996,30.0,856.61,3050.28,2026-05-10 05:00:00 UTC,no,0
2026-05-10,KXHIGHNY-26MAY10-B74.5,74-75F,74.0,75.0,between,between,0.39,38.0,40.0,477.81,3817.98,2026-05-10 05:00:00 UTC,no,0
2026-05-10,KXHIGHNY-26MAY10-B72.5,72-73F,72.0,73.0,between,between,0.225,22.0,23.0,123.38,4157.12,2026-05-10 05:00:00 UTC,yes,1
2026-05-11,KXHIGHNY-26MAY11-T69,Above 70F,70.0,,above,greater,0.005,0.0,1.0,0.0,2887.0,2026-05-11 05:00:00 UTC,no,0
2026-05-11,KXHIGHNY-26MAY11-T62,Below 61F,,61.0,below,less,0.065,6.0,7.000000000000001,470.52,6360.02,2026-05-11 05:00:00 UTC,yes,1
2026-05-11,KXHIGHNY-26MAY11-B68.5,68-69F,68.0,69.0,between,between,0.025,2.0,3.0,47.25,2392.67,2026-05-11 05:00:00 UTC,no,0
2026-05-11,KXHIGHNY-26MAY11-B66.5,66-67F,66.0,67.0,between,between,0.125,12.0,13.0,369.57,3857.2,2026-05-11 05:00:00 UTC,no,0
2026-05-11,KXHIGHNY-26MAY11-B64.5,64-65F,64.0,65.0,between,between,0.375,37.0,38.0,186.87,4318.45,2026-05-11 05:00:00 UTC,no,0
2026-05-11,KXHIGHNY-26MAY11-B62.5,62-63F,62.0,63.0,between,between,0.485,47.0,50.0,296.39,6197.57,2026-05-11 05:00:00 UTC,no,0
2026-05-12,KXHIGHNY-26MAY12-T73,Above 74F,74.0,,above,greater,0.005,0.0,1.0,0.0,1419.0,2026-05-12 05:00:00 UTC,no,0
2026-05-12,KXHIGHNY-26MAY12-T66,Below 65F,,65.0,below,less,0.305,30.0,31.0,517.22,5681.69,2026-05-12 05:00:00 UTC,no,0
2026-05-12,KXHIGHNY-26MAY12-B72.5,72-73F,72.0,73.0,between,between,0.015,1.0,2.0,0.0,1046.0,2026-05-12 05:00:00 UTC,no,0
2026-05-12,KXHIGHNY-26MAY12-B70.5,70-71F,70.0,71.0,between,between,0.015,1.0,2.0,0.0,539.23,2026-05-12 05:00:00 UTC,no,0
2026-05-12,KXHIGHNY-26MAY12-B68.5,68-69F,68.0,69.0,between,between,0.14,13.0,15.0,406.21,4408.05,2026-05-12 05:00:00 UTC,no,0
2026-05-12,KXHIGHNY-26MAY12-B66.5,66-67F,66.0,67.0,between,between,0.52,51.0,53.0,317.11,3195.44,2026-05-12 05:00:00 UTC,yes,1
2026-05-13,KXHIGHNY-26MAY13-T73,Above 74F,74.0,,above,greater,0.075,7.000000000000001,8.0,59.0,2489.09,2026-05-13 05:00:00 UTC,no,0
2026-05-13,KXHIGHNY-26MAY13-T66,Below 65F,,65.0,below,less,0.015,1.0,2.0,38.0,3932.84,2026-05-13 05:00:00 UTC,no,0
2026-05-13,KXHIGHNY-26MAY13-B72.5,72-73F,72.0,73.0,between,between,0.26,25.0,27.0,307.11,5592.09,2026-05-13 05:00:00 UTC,yes,1
2026-05-13,KXHIGHNY-26MAY13-B70.5,70-71F,70.0,71.0,between,between,0.445,44.0,45.0,952.39,4797.23,2026-05-13 05:00:00 UTC,no,0
2026-05-13,KXHIGHNY-26MAY13-B68.5,68-69F,68.0,69.0,between,between,0.245,24.0,25.0,477.1,3438.51,2026-05-13 05:00:00 UTC,no,0
2026-05-13,KXHIGHNY-26MAY13-B66.5,66-67F,66.0,67.0,between,between,0.055,5.0,6.0,182.92,2759.27,2026-05-13 05:00:00 UTC,no,0
2026-05-14,KXHIGHNY-26MAY14-T70,Above 71F,71.0,,above,greater,0.055,5.0,6.0,709.73,2548.41,2026-05-14 05:00:00 UTC,no,0
2026-05-14,KXHIGHNY-26MAY14-T63,Below 62F,,62.0,below,less,0.215,21.0,22.0,792.11,5519.37,2026-05-14 05:00:00 UTC,no,0
2026-05-14,KXHIGHNY-26MAY14-B69.5,69-70F,69.0,70.0,between,between,0.06,5.0,7.000000000000001,540.02,1575.96,2026-05-14 05:00:00 UTC,no,0
2026-05-14,KXHIGHNY-26MAY14-B67.5,67-68F,67.0,68.0,between,between,0.135,13.0,14.000000000000002,661.41,2836.9,2026-05-14 05:00:00 UTC,no,0
2026-05-14,KXHIGHNY-26MAY14-B65.5,65-66F,65.0,66.0,between,between,0.275,27.0,28.000000000000004,811.12,4710.65,2026-05-14 05:00:00 UTC,yes,1
2026-05-14,KXHIGHNY-26MAY14-B63.5,63-64F,63.0,64.0,between,between,0.32,31.0,33.0,436.54,5616.91,2026-05-14 05:00:00 UTC,no,0
2026-05-15,KXHIGHNY-26MAY15-T72,Above 73F,73.0,,above,greater,0.005,0.0,1.0,0.0,1892.0,2026-05-15 05:00:00 UTC,no,0
2026-05-15,KXHIGHNY-26MAY15-T65,Below 64F,,64.0,below,less,0.035,3.0,4.0,0.0,2473.12,2026-05-15 05:00:00 UTC,no,0
2026-05-15,KXHIGHNY-26MAY15-B71.5,71-72F,71.0,72.0,between,between,0.025,2.0,3.0,634.43,2037.25,2026-05-15 05:00:00 UTC,no,0
2026-05-15,KXHIGHNY-26MAY15-B69.5,69-70F,69.0,70.0,between,between,0.215,21.0,22.0,619.51,2984.65,2026-05-15 05:00:00 UTC,no,0
2026-05-15,KXHIGHNY-26MAY15-B67.5,67-68F,67.0,68.0,between,between,0.54,53.0,55.00000000000001,1091.09,4886.32,2026-05-15 05:00:00 UTC,no,0
2026-05-15,KXHIGHNY-26MAY15-B65.5,65-66F,65.0,66.0,between,between,0.235,23.0,24.0,279.76,3412.34,2026-05-15 05:00:00 UTC,yes,1
2026-05-16,KXHIGHNY-26MAY16-T83,Above 84F,84.0,,above,greater,0.045,4.0,5.0,170.0,930.38,2026-05-16 05:00:00 UTC,no,0
2026-05-16,KXHIGHNY-26MAY16-T76,Below 75F,,75.0,below,less,0.025,2.0,3.0,153.0,4884.88,2026-05-16 05:00:00 UTC,no,0
2026-05-16,KXHIGHNY-26MAY16-B82.5,82-83F,82.0,83.0,between,between,0.095,9.0,10.0,649.13,2461.3,2026-05-16 05:00:00 UTC,no,0
2026-05-16,KXHIGHNY-26MAY16-B80.5,80-81F,80.0,81.0,between,between,0.445,42.0,47.0,532.96,4118.05,2026-05-16 05:00:00 UTC,yes,1
2026-05-16,KXHIGHNY-26MAY16-B78.5,78-79F,78.0,79.0,between,between,0.385,37.0,40.0,105.87,3577.07,2026-05-16 05:00:00 UTC,no,0
2026-05-16,KXHIGHNY-26MAY16-B76.5,76-77F,76.0,77.0,between,between,0.065,6.0,7.000000000000001,96.06,2588.07,2026-05-16 05:00:00 UTC,no,0
2026-05-17,KXHIGHNY-26MAY17-T90,Above 91F,91.0,,above,greater,0.06,5.0,7.000000000000001,236.13,2956.66,2026-05-17 05:00:00 UTC,no,0
2026-05-17,KXHIGHNY-26MAY17-T83,Below 82F,,82.0,below,less,0.015,1.0,2.0,105.0,4544.97,2026-05-17 05:00:00 UTC,no,0
2026-05-17,KXHIGHNY-26MAY17-B89.5,89-90F,89.0,90.0,between,between,0.335,33.0,34.0,119.09,6935.77,2026-05-17 05:00:00 UTC,no,0
2026-05-17,KXHIGHNY-26MAY17-B87.5,87-88F,87.0,88.0,between,between,0.41,40.0,42.0,426.32,6297.44,2026-05-17 05:00:00 UTC,yes,1
2026-05-17,KXHIGHNY-26MAY17-B85.5,85-86F,85.0,86.0,between,between,0.18,17.0,19.0,125.28,3881.9,2026-05-17 05:00:00 UTC,no,0
2026-05-17,KXHIGHNY-26MAY17-B83.5,83-84F,83.0,84.0,between,between,0.025,2.0,3.0,10.0,3476.31,2026-05-17 05:00:00 UTC,no,0
2026-05-18,KXHIGHNY-26MAY18-T84,Above 85F,85.0,,above,greater,0.87,86.0,88.0,1811.1,9550.61,2026-05-18 05:00:00 UTC,yes,1
2026-05-18,KXHIGHNY-26MAY18-T77,Below 76F,,76.0,below,less,0.005,0.0,1.0,0.0,2393.36,2026-05-18 05:00:00 UTC,no,0
2026-05-18,KXHIGHNY-26MAY18-B83.5,83-84F,83.0,84.0,between,between,0.135,13.0,14.000000000000002,531.74,4105.46,2026-05-18 05:00:00 UTC,no,0
2026-05-18,KXHIGHNY-26MAY18-B81.5,81-82F,81.0,82.0,between,between,0.015,1.0,2.0,276.96,3234.95,2026-05-18 05:00:00 UTC,no,0
2026-05-18,KXHIGHNY-26MAY18-B79.5,79-80F,79.0,80.0,between,between,0.015,1.0,2.0,120.9,2240.85,2026-05-18 05:00:00 UTC,no,0
2026-05-18,KXHIGHNY-26MAY18-B77.5,77-78F,77.0,78.0,between,between,0.005,0.0,1.0,0.0,2404.58,2026-05-18 05:00:00 UTC,no,0
2026-05-19,KXHIGHNY-26MAY19-T96,Above 97F,97.0,,above,greater,0.185,18.0,19.0,381.67,5929.1,2026-05-19 05:00:00 UTC,no,0
2026-05-19,KXHIGHNY-26MAY19-T89,Below 88F,,88.0,below,less,0.005,0.0,1.0,33.0,3661.0,2026-05-19 05:00:00 UTC,no,0
2026-05-19,KXHIGHNY-26MAY19-B95.5,95-96F,95.0,96.0,between,between,0.425,41.0,44.0,147.56,7117.09,2026-05-19 05:00:00 UTC,no,0
2026-05-19,KXHIGHNY-26MAY19-B93.5,93-94F,93.0,94.0,between,between,0.39,38.0,40.0,1140.36,5567.77,2026-05-19 05:00:00 UTC,yes,1
2026-05-19,KXHIGHNY-26MAY19-B91.5,91-92F,91.0,92.0,between,between,0.045,4.0,5.0,151.13,3656.72,2026-05-19 05:00:00 UTC,no,0
2026-05-19,KXHIGHNY-26MAY19-B89.5,89-90F,89.0,90.0,between,between,0.015,1.0,2.0,37.37,3120.64,2026-05-19 05:00:00 UTC,no,0
2026-05-20,KXHIGHNY-26MAY20-T96,Above 97F,97.0,,above,greater,0.005,0.0,1.0,976.0,1996.8,2026-05-20 05:00:00 UTC,no,0
2026-05-20,KXHIGHNY-26MAY20-T89,Below 88F,,88.0,below,less,0.035,3.0,4.0,164.35,4740.33,2026-05-20 05:00:00 UTC,no,0
2026-05-20,KXHIGHNY-26MAY20-B95.5,95-96F,95.0,96.0,between,between,0.045,4.0,5.0,22.0,1384.33,2026-05-20 05:00:00 UTC,no,0
