model,total_pnl,return_pct,n_trades,win_rate,sharpe_ratio,max_drawdown,max_drawdown_pct,n_trading_days,ev_threshold,kelly_fraction,max_contracts,period
u8_cv_prob,-78.54200000000037,-7.854200000000038,170,0.29411764705882354,-1.2453400240489179,-100.80800000000022,-9.899364448389932,409,0.05,0.15,10,
u8_cv_prob,-78.54200000000037,-7.854200000000038,170,0.29411764705882354,-1.2453400240489179,-100.80800000000022,-9.899364448389932,409,0.05,0.2,10,
u8_cv_prob,-78.54200000000037,-7.854200000000038,170,0.29411764705882354,-1.2453400240489179,-100.80800000000022,-9.899364448389932,409,0.05,0.25,10,
u9_kitchen_prob,-64.29920000000106,-6.429920000000107,411,0.4257907542579075,-0.6184044795258792,-119.31600000000026,-11.704256521329718,409,0.02,0.1,10,
u9_kitchen_prob,-66.23600000000101,-6.623600000000102,411,0.4257907542579075,-0.6364680469736252,-119.31600000000026,-11.704256521329718,409,0.02,0.15,10,
u9_kitchen_prob,-66.23600000000101,-6.623600000000102,411,0.4257907542579075,-0.6364680469736252,-119.31600000000026,-11.704256521329718,409,0.02,0.2,10,
u9_kitchen_prob,-66.23600000000101,-6.623600000000102,411,0.4257907542579075,-0.6364680469736252,-119.31600000000026,-11.704256521329718,409,0.02,0.25,10,
u9_kitchen_prob,-43.190000000000964,-4.319000000000097,320,0.415625,-0.468932475241425,-113.54800000000023,-11.13844680917854,409,0.03,0.1,10,
u9_kitchen_prob,-43.190000000000964,-4.319000000000097,320,0.415625,-0.468932475241425,-113.54800000000023,-11.13844680917854,409,0.03,0.15,10,
u9_kitchen_prob,-43.190000000000964,-4.319000000000097,320,0.415625,-0.468932475241425,-113.54800000000023,-11.13844680917854,409,0.03,0.2,10,
u9_kitchen_prob,-43.190000000000964,-4.319000000000097,320,0.415625,-0.468932475241425,-113.54800000000023,-11.13844680917854,409,0.03,0.25,10,
u9_kitchen_prob,-48.0580000000009,-4.80580000000009,267,0.4044943820224719,-0.566515852239229,-115.61400000000037,-11.378949917030374,409,0.04,0.1,10,
u9_kitchen_prob,-48.0580000000009,-4.80580000000009,267,0.4044943820224719,-0.566515852239229,-115.61400000000037,-11.378949917030374,409,0.04,0.15,10,
u9_kitchen_prob,-48.0580000000009,-4.80580000000009,267,0.4044943820224719,-0.566515852239229,-115.61400000000037,-11.378949917030374,409,0.04,0.2,10,
u9_kitchen_prob,-48.0580000000009,-4.80580000000009,267,0.4044943820224719,-0.566515852239229,-115.61400000000037,-11.378949917030374,409,0.04,0.25,10,
u9_kitchen_prob,-49.63200000000063,-4.963200000000063,239,0.3807531380753138,-0.6292168826071507,-115.18400000000042,-11.336628498652646,409,0.05,0.1,10,
u9_kitchen_prob,-49.63200000000063,-4.963200000000063,239,0.3807531380753138,-0.6292168826071507,-115.18400000000042,-11.336628498652646,409,0.05,0.15,10,
u9_kitchen_prob,-49.63200000000063,-4.963200000000063,239,0.3807531380753138,-0.6292168826071507,-115.18400000000042,-11.336628498652646,409,0.05,0.2,10,
u9_kitchen_prob,-49.63200000000063,-4.963200000000063,239,0.3807531380753138,-0.6292168826071507,-115.18400000000042,-11.336628498652646,409,0.05,0.25,10,
model_prob,-775.4399999999974,-77.54399999999974,4182,0.4966523194643711,-1.8264232545474341,-1404.3079999999968,-86.49506950732014,1144,0.03,0.15,10,IS+OOS
u3_mlp_prob,1772.934000000001,177.2934000000001,1681,0.6888756692444973,4.72959640205964,-196.454000000002,-6.660265889894497,1144,0.03,0.15,10,IS+OOS
u4_platt_prob,1699.1900000000037,169.91900000000038,1648,0.7038834951456311,4.568542447608146,-197.21399999999767,-6.814869182460269,1144,0.03,0.15,10,IS+OOS
u5_regime_prob,1816.9700000000075,181.69700000000074,2012,0.6610337972166997,4.499534644911409,-251.79199999999537,-8.229411111038322,1144,0.03,0.15,10,IS+OOS
u6_ensemble_prob,1656.5200000000045,165.65200000000044,1942,0.6302780638516993,4.380618107670491,-374.5599999999963,-12.384089275476427,1144,0.03,0.15,10,IS+OOS
u7_extended_prob,2227.354000000005,222.73540000000048,1620,0.717283950617284,6.132105416436451,-145.56600000000026,-4.326390668030671,1144,0.03,0.15,10,IS+OOS
u8_cv_prob,2301.594000000002,230.1594000000002,1512,0.7242063492063492,6.501518480939037,-109.48000000000275,-3.2107398485427803,1144,0.03,0.15,10,IS+OOS
